playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
kuntzmu01,,,Мэри,Кунц,,Мюррей Роберт,,70,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13244,6752,kuntzmu01,1974,1974,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1945,12,19,Канада,Да,Оттава,,,,,,
clarkji01,,,Джим,Кларк,,Джеймс,,75,215,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,8339,clarkji01,,,1975,1975,Да,1954,8,11,Канада,Да,Торонто,,,,,,
fisheal01,,,Алвин,Фишер,,Аловин Томас,,73,175,Р,12596,27758,fisheal01,1924,1924,,,Р,1894,10,2,Канада,Да,Сьют-Сент-Мари,9999,,,,,
hartnsc01,,,Скотт,Хартнел,,,,74,210,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",19561,31033,hartnsc01,2000,2011,,,Р,1982,4,18,Канада,АБ,Ллойдминстер,,,,,,
earlto01,,,Том,Эрул,,Томас Уоррен,,72,172,Р,,6649,earlto01,,,1972,1976,r/с,1947,6,10,Канада,Да,Ниагара-Фолс,,,,,,
mcleado01,,,Дон,МакЛейн,,Дональд Роберт,,73,200,Р,13664,6804,mcleado01,1975,1975,,,Да,1954,1,19,Канада,Да,Ниагара-Фолс,,,,,,
coaltga01,,,Гэри,Кольтер,,Гарри Мерритт Чарльз,,70,185,Р,12290,1039,coaltga01,1973,1974,,,С,1950,7,8,Канада,Да,Торонто,,,,,,
recchma01,,,Марк,Реччи,,Марк Л.,,70,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11352,4478,recchma01,1988,2010,,,Р,1968,2,1,Канада,БЦ,Камлупс,,,,,,
snellro01,,,Рон,Снелл,,Рональд Уэйн,,70,158,Р,14388,8753,snellro01,1968,1969,1973,1974,Р,1948,8,11,Канада,СК,Регина,,,,,,
stralan01,,,Антон,Стральман,,,,73,180,Р,21831,84630,stralan01,2007,2011,,,Да,1986,8,1,Швеция,,Тибро,,,,,,
duguilo01,,,Лорн,Дугуд,,Лорн Уоллес,,71,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12504,1471,duguilo01,1931,1936,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1910,4,4,Канада,Да,Болтон,1981,3,21,Канада,Да,Торонто
irwiniv01,,,Иван,Ирвин,,Ива́н Дуа́н,Иван Грозный,74,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13063,2475,irwiniv01,1952,1957,,,Да,1927,3,13,США,ЕЛ,Чикаго,,,,,,
stougbl01,,,Блейн,Стоутон,,Блейн А.,Кэш,71,185,Р,14465,5217,stougbl01,1973,1983,1976,1978,Р,1953,3,13,Канада,МБ,Гилберт-Плаунз,,,,,,
anderto01,,,Том,Андерсон,,Томас Линтон,Койбoy,70,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11845,14615,anderto01,1934,1941,,,Л/Д,1910,7,9,Шотландия,,Эдинбург,1971,9,15,,,
plihato01,,,Томас,Плигал,,,,73,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20339,56832,plihato01,2006,2008,,,С,1983,3,28,Чехия,,Фридлант,,,,,,
brigltr01,,,Трэвис,Бригли,,Трэвис,,72,205,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11541,26833,brigltr01,1997,2003,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1977,6,16,Канада,АБ,Коронация,,,,,,
lewisda02,,,Дэйл,Луис,,Дэйл Роберт,,72,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13390,6619,lewisda01,1975,1975,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1952,7,28,Канада,АБ,Эдмонтон,,,,,,
wymanja01,,,Джеймс,Виман,,,,74,199,Р,,78670,wymanja01,2009,2011,,,Р,1986,2,27,США,"MN - ""Минимальная 전국альная зарплата""",Эдина,,,,,,
koalsma01,,,Мэтт,Коялска,,,,73,196,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",19708,51254,koalsma01,2005,2005,,,С,1980,5,16,США,"MN - ""Минимальная 전국альная зарплата""",Сент-Паул,,,,,,
lapraed01,,lapraed01h,Эдгар,Лапрад,,Эдгар Луис,Океан,68,160,Р,P199302,2970,lapraed01,1945,1954,,,С,1919,10,10,Канада,Да,Центр Майна,,,,,,
,,waghofr01h,Фред,Вагорне,,Фред С.,Ваг/Старая Ваг,,,,B196103,,,,,,,,1866,,,Англия,,Тунбридж-Уелс,1956,,,,,
hahlri01,,,Рику,Халл,,,,73,205,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",19359,45080,hahlri01,2001,2003,,,С,1980,11,1,Финляндия,,Хаменлина,,,,,,
obrieji01,,,Джим,О'Брайен,,,,74,200,,,,obrieji01,2010,2011,,,С,1989,1,29,США,"MN - ""Минимальная 전국альная зарплата""",Мапл-Элм,,,,,,
brodeco01,,,Конни,Броден,,Коннелл,,68,160,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12107,11150,brodeco01,1955,1957,,,С,1932,4,6,Канада,КВ,Монреаль,,,,,,
bartocl01,,,Клифф,Бартон,,Клифффорд Джон,,67,155,Р,11931,16188,bartocl01,1929,1939,,,Р,1907,9,3,США,МИ,Сьют-Сент-Мари,1969,9,14,,,
gambltr01,,,Трои,Риск,,Трой С.,,71,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18270,1832,gambltr01,1986,1991,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1967,4,7,Канада,Н/Д,Новый Гласгоу,,,,,,
laviger01,,,Эрик,Лавинь,,Эрик,,75,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10906,3011,laviger01,1994,1994,,,Да,1972,11,4,Канада,КВ,Викториявилл,,,,,,
roonewa01,,,Уолтер,Руни,,Валдемар Иосиф,,67,140,Р,,,,,,,,С,1888,2,3,Канада,КВ,Город Квебек,,,,,,
hardyjo01,,,Джо,Хард,,Джозеф Джослин,Джимми Хендрикс,72,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12852,8747,hardyjo01,1969,1970,1972,1974,С,1945,12,5,Канада,КВ,Кеногами,,,,,,
carlsje01,,,Джефф,Карсон,,Джеффри,,75,210,Р,,8082,carlsje01,,,1975,1975,Р,1953,7,20,США,"MN - ""Минимальная 전국альная зарплата""",Вирджиния,,,,,,
ridpabr01,ridpabr01c,,Брюс,Ридпэйт,,Брюс,,,,Р,,,,,,,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,,Канада,Да,Торонто,1925,6,4,,,
mccurdu01,,,Дюк,МакКури,,Франсис Джозеф,,68,160,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13613,25176,mccurdu01,1925,1928,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1900,6,13,Канада,Да,Торонто,1965,11,8,Канада,Да,Торонто
keatsdu01,keatsdu01c,keatsdu01h,Дюк,Кейтс,,Гордон Бланчард,,71,195,Р,P195812,23464,keatsdu01,1926,1928,,,С,1895,3,21,Канада,КВ,Монреаль,1972,1,17,Канада,БЦ,Виктория
suttebr04,,,Бретт,Суттер,,,,72,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",21796,73439,suttebr04,2008,2011,,,С,1987,6,2,Канада,АБ,Викинг,,,,,,
nedoran01,,,Андре́й,Недорослый,,,,73,199,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",19839,51192,nedoran01,2001,2003,,,С,1980,4,30,Словакия,,Трнава,,,,,,
blackbi01,,,Билл,Блэквуд,,Уильям,,71,187,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,8563,blackbi01,,,1977,1977,Да,1955,4,5,Канада,Да,Саблеса,,,,,,
blumjo02,,,Джонатон,Блум,,,,73,178,,,,blumjo02,2010,2011,,,Да,1989,1,30,США,Калифорния,Долгий пляж,,,,,,
johnsbe01,,,Берн,Джонстон,,Бернард,,71,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13122,6330,johnsbe01,1979,1980,,,С,1956,9,15,Канада,Да,Торонто,,,,,,
martifr01,,,Франк,Мартин,,Франсис Уильям,Шейн,74,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13548,3426,martifr01,1952,1957,,,Да,1933,5,1,Канада,Да,Кейюга,2007,2,18,Канада,Да,Сент-Кэтсби́рз
noelcl01,noelcl01c,,Клод,Новел,,Клод,,71,165,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13857,3981,noelcl01,1979,1979,,,С,1955,10,31,Канада,Да,Киркленд-Лейк,,,,,,
powerjo01,,,Джо,Сила,,Иозеф,,,,,,,,,,,,,,,,,,,,,,,,
simssh01,,,Шейн,Симз,,,,73,195,,,,simssh01,2010,2010,,,Да,1988,4,30,США,Нью-Йорк,Восточный Ист-Амерст,,,,,,
cornfma01,,,Марк,Корнфорту,,Марк,,73,193,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11577,16399,cornfma01,1995,1995,,,Да,1972,11,13,Канада,КВ,Монреаль,,,,,,
headlfe01,,,Ферн,Гедли,,Ферн Джеймс,Кудрявый,71,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12891,22168,headlfe01,1924,1924,,,Да,1901,3,2,США,Н/Д,Кристал,1950,,,,,
butlech01,,,Крис,Бутлер,,,,73,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",21714,73779,butlech01,2008,2011,,,Да,1986,10,27,США,МО,Сент-Луис,,,,,,
morribr01,,,Брэдан,Моррисон,,Брэдан,,71,181,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14801,3806,morribr01,1997,2011,,,С,1975,8,15,Канада,БЦ,Питт-Миддлз,,,,,,
brucemo01,,,Морли,Брюс,,Морли Калландер,Рап,69,170,Р,12128,29894,brucemo01,1917,1921,,,Да,1894,3,7,Канада,Да,Северный Гоуэр,1959,11,25,,,
kostise01,,,Сергей,Костин,,,,71,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",21816,89832,kostise01,2007,2011,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1987,3,20,Белоруссия,,Новополоцк,,,,,,
heaslma01,,,Марк,Хэслип,,Марк Патрик,,70,190,Р,12893,2218,heaslma01,1976,1978,,,Р,1951,12,26,США,"MN - ""Минимальная 전국альная зарплата""",Дулут,,,,,,
dineega01,,,Гэри,Динин,,Гэри Дэниел Патрик,,70,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12465,10820,dineega01,1968,1968,,,С,1943,12,24,Канада,КВ,Монреаль,2006,4,1,США,МА,Спрингфилд
mclenja01,,,Джейми,МакЛеннан,,Джеймс Джозеф,Нудли,72,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18341,3608,mclenja01,1993,2006,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1971,6,30,Канада,АБ,Эдмонтон,,,,,,
drewida01,,,Дэвис,Дрюиски,,,,73,215,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",22648,73838,drewida01,2008,2011,,,Да,1984,11,22,США,ВИ,Худсон,,,,,,
taylote01,,,Тед,Тейлор,,Эдвард Врей,,72,175,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14514,5328,taylote01,1964,1971,1972,1977,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1942,2,25,Канада,МБ,Оак-Лейк,,,,,,
youngwa01,,,Уоррен,Молодой,,Уоррен Говард,,75,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14740,5836,youngwa01,1981,1987,,,С,1956,1,11,Канада,Да,Торонто,,,,,,
laakste01,,,Тэему,Лаксо,,,,73,209,Р,,83090,laakste01,2009,2011,,,Да,1987,8,27,Финляндия,,Туусула,,,,,,
breitke01,,,Кен,Бреценбах,,Кеннет,,73,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12091,557,breitke01,1975,1978,,,Да,1955,1,9,Канада,Да,Веллэнд,,,,,,
dorsede01,,,Дерек,Дорсетт,,,,71,176,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",22112,82715,dorsede01,2008,2011,,,Р,1986,12,20,Канада,СК,Кендсли,,,,,,
gauthlu01,,,Люк,Гато,,Люк,,69,195,Р,10521,1871,gauthlu01,1990,1990,,,Да,1964,4,19,Канада,КВ,Лонжюмо́,,,,,,
ehmange01,,,Гери,Эхман,,Жеральд Джозеф,Текс,72,190,Р,12540,1545,ehmange01,1957,1970,,,Р,1932,11,3,Канада,СК,Кудворथ,2006,3,21,,,
salmibo01,,salmibo01h,Борже,Салминг,,Андерс Борже,БДж,73,193,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",P199602,4742,salmibo01,1973,1989,,,Да,1951,4,17,Швеция,,Кируна,,,,,,
anderni01,,,Никлас,Андерссон,,Никлас П.,,69,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10028,77,anderni01,1992,2000,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1971,5,20,Швеция,,Кунгалов,,,,,,
stenlve01,,,Верн,Стенлунд,,Вернон Кеннет,,73,178,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14444,7866,stenlve01,1976,1976,,,С,1956,4,11,Канада,Да,Громкий залив,,,,,,
hamontr01,,,Трэвис,Гамоник,,,,74,208,,,,hamontr01,2010,2011,,,Да,1990,8,16,Канада,МБ,Виннипег,,,,,,
laidlto01,,,Том,Лэйдлоу,,Томас Дж.,Кувшин/Брейк,74,215,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13278,2910,laidlto01,1980,1989,,,Да,1958,4,15,Канада,Да,Брамтон,,,,,,
abrahch01,,,Кристер,Абрамов,,Кристер,,72,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",,5932,abrahch01,,,1974,1976,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1947,4,8,Швеция,,Умео,,,,,,
snowga01,,,Гарретт,Снег,,Гарт Э.,,75,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18387,5073,snowga01,1993,2005,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1969,7,28,США,МА,Вренथम,,,,,,
zeidela01,,,Лэрри,Зейдель,,Лоренс,Камень,71,185,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14747,5854,zeidela01,1951,1968,,,Да,1928,6,1,Канада,КВ,Монреаль,,,,,,
hedstjo01,,,Джонатан,Хедстром,,,,72,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",16428,36972,hedstjo01,2002,2005,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1977,12,27,Швеция,,Шеллефтея,,,,,,
boguner01,,,Эрик,Бугойный,,Эрик,,68,192,Р,11663,15973,boguner01,1999,2006,,,С,1975,5,6,США,КТ,Нью-Хейвен,,,,,,
brownfr01,,,Фред,Коричневый,,Фредерик Генри,Балды,68,155,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12115,24458,brownfr01,1927,1927,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1900,9,15,Канада,Да,Кингстон,9999,,,,,
mcdonke01,,,Кент,Макдонелл,,,,74,205,Р,17574,25934,mcdonke01,2002,2003,,,Р,1979,3,1,Канада,Да,Виллиамстаун,,,,,,
smithdo01,,,Дон,Смит,,Дональд Джон,,67,160,Р,14361,29905,smithdo01,1919,1919,,,С,1888,6,3,Канада,Да,Корнволль,1959,5,13,,,
thurifr01,,,Фред,Тюррьер,,Альфред Майкл,Лиса,71,160,Р,14545,13737,thurifr01,1940,1944,,,С,1916,1,11,Канада,КВ,Гранби,1999,11,20,,,
nurmipa01,,,Паси,Нурминен,,,,70,215,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",20374,49928,nurmipa01,2001,2003,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1975,12,17,Финляндия,,Лаати,,,,,,
boisvgi01,,,Гиль,Буа-Сервен,,Гиль,,68,152,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18438,10603,boisvgi01,1959,1959,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1933,2,15,Канада,КВ,Три-Ривiere,,,,,,
lerouje01,,,Жан-Ив,Леруа,,Жан Ив,,74,211,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10830,23898,lerouje01,1996,2000,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1976,6,24,Канада,КВ,Монреаль,,,,,,
ferribe01,,,Бен,Железнодорожный,,,,70,185,Р,,93651,ferribe01,2009,2011,,,С,1987,4,29,США,МА,Бостон,,,,,,
chychje01,,,Джефф,Чичан,,Джеффри,,76,215,Р,10258,986,chychje01,1986,1993,,,Да,1966,5,3,Канада,КВ,Лассал,,,,,,
deveaan01,,,Андре,Дево,,,,75,220,Р,20721,55196,deveaan01,2008,2011,,,С,1984,2,23,Канада,Да,Фрипорт,,,,,,
stdenfr01,,,Фредерик,Сент-Денис,,,,71,193,,,,stdenfr01,2011,2011,,,Да,1986,1,23,,,,,,,,,
stewaca01,,,Кэм,Стюарт,,Кэмерон Г.,,71,196,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",11571,5188,stewaca01,1993,2000,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1971,9,18,Канада,Да,Китченер,,,,,,
,beaulan01c,,Андре,Бельвиль,,Андре,,,,,,12567,beaulan99c,,,,,,1940,1,22,Канада,КВ,Монреаль,,,,,,
serowje01,,,Джефф,Серовик,,Джеффри Майкл,,73,210,Р,11479,4878,serowje01,1990,1998,,,Да,1967,1,10,США,НХ,Манчестер,,,,,,
bonvide01,,,Деннис,Бонвь,,Дэнис Кевин,Угроза,71,205,Р,10435,10717,bonvide01,1994,2003,,,Р,1973,7,23,Канада,Н/Д,Антьгониш,,,,,,
brownje01,,,Джефф,Брауншидл,,Джеффри Паул,,74,200,Р,12125,6427,brownje01,1981,1982,,,Да,1959,3,1,США,Нью-Йорк,Баффало,1996,12,13,США,Нью-Йорк,Баффало
loprepe01,,,Пэт,Лопрести,,Питер Джон,,73,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18598,3171,loprepe01,1974,1980,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1954,5,23,США,"MN - ""Минимальная 전국альная зарплата""",Вирджиния,,,,,,
