lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
16873,ledezwi01,,,1981.0,1.0,21.0,Венесуэла,,Гварико,,,,,,,Вильфридо,Ледезма,,Вилфредо Ж.,,225.0,76.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/2/2003,,Университет Куэсада-Хардин,,,ledew001,,ledezwi01
17129,pascuva01,,,1978.0,11.0,17.0,США,Калифорния,Беллфлёр,,,,,,,Вал,Паскуччи,,Валентино Мартин,,270.0,78.0,R,R,4/26/2004,10/3/2004,Оклахома,,,pascv001,,pascuva01
17131,leicejo01,,,1979.0,2.0,7.0,США,Калифорния,бабочка,,,,,,,Джон,Лейпциг,,Джонатан Дэвид,,220.0,74.0,R,R,6/9/2004,9/28/2007,Мемфис,,,leicj001,,leicejo01
17133,snarery01,,,1979.0,2.0,8.0,США,ФЛ,Клари-Уотер,,,,,,,Рэйан,Снаре,,Райан Делберт,,190.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/6/2004,8/6/2004,УК,,,snarr001,,snarery01
17136,sizemgr01,,,1982.0,8.0,2.0,США,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Сиэтл,,,,,,,Гради,Сиземор,,Гради (III),,200.0,74.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/21/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,sizeg001,,sizemgr01
17137,greinza01,,,1983.0,10.0,21.0,США,ФЛ,Орландо,,,,,,,Зак,Гринк,,Дональд Закари,,190.0,74.0,R,R,5/22/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,greiz001,,greinza01
17143,szumija01,,,1978.0,12.0,11.0,США,Калифорния,Сан-Диего,,,,,,,Джейсон,Шуминский,,Джейсон Эрнест,,220.0,77.0,R,R,4/11/2004,5/9/2004,МИТ,,,szumj001,,szumija01
17148,kazmisc01,,,1984.0,1.0,24.0,США,ТХ,Хьюстон,,,,,,,Скотт,Казимир,,Скотт И.,,175.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/23/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,kazms001,,kazmisc01
17150,floydga01,,,1983.0,1.0,27.0,США,МД,Аннаполис,,,,,,,Гэвин,Флойд,,Гевин Кристофер,,235.0,78.0,R,R,9/3/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,floyg001,,floydga01
17172,simpsal01,,,1977.0,8.0,26.0,США,ИЛ,Спрингфилд,,,,,,,Аллан,Симпсоны,,Ларри Алан,,180.0,76.0,R,R,5/17/2004,6/9/2006,Тафт (Калифорния),,,simpa001,,simpsal01
17174,uptonbj01,,,1984.0,8.0,21.0,США,Ва,Норфолк,,,,,,,Б.Дж.,Уптон,,Мелвин Эммануил,,185.0,75.0,R,R,8/2/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,uptob001,,uptonbj01
17182,gathrjo01,,,1981.0,4.0,27.0,США,Мएस,Хаттиспург,,,,,,,Джоэ,Гатрайт,,Джо Ренард,,175.0,70.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,6/25/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,gathj001,,gathrjo01
17184,greenan01,,,1977.0,7.0,7.0,США,КЕ,Лексингтон,,,,,,,Анди,Зеленый,,Эндрю М.,,180.0,70.0,R,R,6/12/2004,,Кентукки,,,greea001,,greenan01
17185,mcpheda01,,,1980.0,7.0,23.0,США,НГ,Гринсборо,,,,,,,Даллас,Макферсон,,Даллас Лайл,,225.0,76.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/10/2004,9/24/2008,Цитадель,,,mcphd001,,mcpheda01
17190,cormila01,,,1980.0,8.0,19.0,США,Лос-Анджелес,Ла Файет,,,,,,,Ланс,Кормиер,,Ланс Роберт,,200.0,73.0,R,R,6/19/2004,,Алабама,,,corml001,,cormila01
17193,thomach01,,,1978.0,12.0,26.0,США,Калифорния,Ферфлэйд,,,,,,,Чарльз,Томас,,Чарльз Уэзли,,190.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",6/23/2004,6/8/2005,Северная Каролина,,,thomc001,,thomach01
17200,regilni01,,,1978.0,9.0,4.0,США,ФЛ,Майами,,,,,,,Ник,Регилио,,Николай Д.,,205.0,74.0,R,R,7/9/2004,6/8/2005,Джексонвилл,,,regin001,,regilni01
17205,quallch01,,,1978.0,8.0,17.0,США,Калифорния,Ломита,,,,,,,Чад,Квалс,,Чад Майкл,,220.0,77.0,R,R,7/22/2004,,Невада,,,qualc001,,quallch01
17210,alvarab01,,,1982.0,10.0,17.0,США,Калифорния,Лос-Анджелес,,,,,,,Абэ,Альварес,,Аврам,,190.0,74.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/22/2004,5/21/2006,Пляжная улица Л.,,,alvaa001,,alvarab01
17211,bartlja01,,,1979.0,10.0,30.0,США,Калифорния,Муунтин-Вью,,,,,,,Джейсон,Бартлетт,,Джейсон Алан,,190.0,72.0,R,R,8/3/2004,,Оклахома,,,bartj001,,bartlja01
17214,webbjo01,,,1979.0,5.0,23.0,США,ФЛ,Пенсакола,,,,,,,Джон,Вебб,,Джон Флойд,,220.0,75.0,R,R,8/2/2004,4/20/2005,Южная Флорида,,,webbj001,,webbjo01
17220,watkist01,,,1978.0,7.0,19.0,США,ТХ,Луббок,,,,,,,Стив,Уоткинс,,Стивен Дуглас,,190.0,76.0,R,R,8/21/2004,10/2/2004,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,watks002,,watkist01
17224,gissech01,,,1978.0,1.0,4.0,США,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Такома,,,,,,,Крис,Гисель,,Крис,,210.0,77.0,R,R,8/22/2004,9/26/2004,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,gissc001,,gissech01
17228,bellhe01,,,1977.0,9.0,29.0,США,Калифорния,Океан-Сайд,,,,,,,Хэт,Белль,,Хейθ Джастин,,250.0,75.0,R,R,8/24/2004,,Санта-Ана (Калифорния) JC,,,bellh001,,bellhe01
17231,meyerda02,,,1981.0,7.0,3.0,США,НГ,Вудбери,,,,,,,Дэн,Майер,,Даниэль Л.,,225.0,74.0,R,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/14/2004,,ЖMU,,,meyed002,,meyerda02
17232,adamsru01,,,1980.0,8.0,30.0,США,НГ,Лауримбург,,,,,,,Россия,Адамс,,Росс Мур,,200.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/3/2004,,УК,,,adamr002,,adamsru01
17234,denneky01,,,1977.0,7.0,27.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Праж,,,,,,,Кайл,Денни,,Кайл Дин,,190.0,74.0,R,R,9/14/2004,9/29/2004,Оклахома,,,dennk001,,denneky01
17239,krynzda01,,,1981.0,11.0,7.0,США,ОХ,Дейтон,,,,,,,Дэйв,Кринцель,,Дэвид Бенджамин,,180.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/1/2004,6/10/2005,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,krynd001,,krynzda01
17240,dunnsc01,,,1978.0,5.0,23.0,США,ТХ,Сан-Антонио,,,,,,,Скотт,Дунн,,Скотт Аллен,,180.0,75.0,R,R,9/11/2004,4/25/2006,Техас,,,dunns002,,dunnsc01
17241,bajenje01,,,1978.0,3.0,21.0,США,Калифорния,Помона,,,,,,,Джефф,Баженар,,Джеффри Майкл,,190.0,73.0,R,R,9/4/2004,8/7/2006,Оклахома,,,bajej001,,bajenje01
17248,willira01,,,1975.0,9.0,18.0,США,ТХ,Харлинген,,,,,,,Рэнди,Уильямс,,Рэндалл Дуэйн,,200.0,76.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/11/2004,,Ламар,,,willr003,,willira01
17251,rosemi01,,,1976.0,8.0,25.0,США,Калифорния,Сакраменто,,,,,,,Майк,Розы,,Майкл Джон-Ферреро,,185.0,73.0,В.,R,10/1/2004,10/1/2006,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,rosem001,,rosemi01
17264,taverwi01,,,1981.0,12.0,25.0,Д.Р.,,Тенарес,,,,,,,Вилли,Таверас,,Вилли,,180.0,72.0,R,R,9/6/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,tavew001,,taverwi01
17274,francfr01,,,1979.0,9.0,11.0,Д.Р.,,Санто-Доминго,,,,,,,Франк,Франсиско,,Франклин,,250.0,74.0,R,R,5/14/2004,,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,franf001,,francfr01
17275,martian01,,,1978.0,11.0,3.0,Д.Р.,,Вилла Мелла,,,,,,,Анастасио,Мартинес,,Анастасио,,180.0,74.0,R,R,5/22/2004,7/2/2004,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,marta003,,martian01
17276,ramirel01,,,1983.0,1.0,28.0,Д.Р.,,Вилла Мелла,,,,,,,Элизардо,Рамирес,,Элизардо (де Паула),,180.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,5/25/2004,6/4/2008,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,ramie002,,ramirel01
17295,nunezfr01,,,1977.0,1.0,18.0,Д.Р.,,Нагуа,,,,,,,Франклин,Нуньес,,Франклин,,175.0,72.0,R,R,8/14/2004,6/24/2005,"[Translation starts here]

Какой бы ни была цель вашего путешествия, будь то осмотр достопримечательностей, деловая поездка или просто отдых, мы предлагаем вам широкий выбор отелей в разных районах Москвы.

Отели Москвы предлагают гостям множество услуг и удобств, включая круглосуточное обслуживание, современные удобства и удобный доступ к основным достопримечательностям города. Многие отели также предлагают спа-услуги, фитнес-центры, рестораны и бары, а также услуги консьержа, чтобы сделать ваше пребывание еще более приятным.

Если вы ищете роскошный отдых, мы можем предложить вам отели в центре Москвы, которые предлагают элегантные номера, изысканную кухню и первоклассное обслуживание. Для тех, кто предпочитает более спокойную обстановку, мы можем порекомендовать уютные бутик-отели, расположенные в тихих районах города.

Вы также можете выбрать отель недалеко от аэропортов и железнодорожных станций, чтобы облегчить ваше перемещение по городу. Многие отели также предлагают специальные услуги для туристов, включая трансфер из аэропорта и экскурсионные услуги.

Мы уверены, что вы найдете идеальное место для отдыха в Москве, которое соответствует вашим потребностям и бюджету. Отель в Москве станет прекрасным дополнением к незабываемому путешествию по этому удивительному городу.

[Translation ends here]",,,nunef001,,nunezfr01
